序号,出发地,抵达地,航班号,航空公司,飞机号,起步价,载客量,头等舱,商务舱,经济舱,起飞机场,降落机场,月,日,星期,时,分,抵达时,抵达分
3015,昆明,上海,9C8828,春秋航空,A320,2042,158,0,4,90,长水机场,虹桥机场,3,16,1,13,10,17,40
3016,昆明,上海,9C8954,春秋航空,A320,2655,158,0,0,75,长水机场,虹桥机场,6,15,6,13,55,17,0
3017,昆明,上海,MU5438,东方航空,A319,2859,124,0,0,14,长水机场,浦东机场,12,28,1,15,35,20,10
3018,昆明,上海,FM9398,上海航空,B737,2450,159,0,7,3,长水机场,浦东机场,9,8,3,16,5,21,0
3019,昆明,上海,9C8824,春秋航空,A320,2042,158,0,2,146,长水机场,虹桥机场,3,19,5,16,35,20,45
3020,昆明,上海,FM9454,上海航空,B737,1634,159,0,1,90,长水机场,虹桥机场,3,23,1,16,45,20,0
3021,昆明,上海,HO1100,吉祥航空,A320,1838,158,0,3,11,长水机场,虹桥机场,11,20,3,16,55,20,5
3022,昆明,上海,FM9430,上海航空,B737,1634,159,0,3,11,长水机场,浦东机场,8,3,2,17,25,22,0
3023,昆明,上海,MU9430,东方航空,B737,2655,159,0,6,147,长水机场,浦东机场,3,18,6,17,25,22,0
3024,昆明,上海,MU5978,东方航空,JET,2655,20,0,0,9,长水机场,虹桥机场,12,20,2,17,30,20,35
3025,昆明,上海,HO1096,吉祥航空,A320,2655,158,0,1,27,长水机场,虹桥机场,11,7,2,18,45,23,30
3026,昆明,上海,9C8830,春秋航空,A320,1634,158,0,0,87,长水机场,虹桥机场,7,21,6,18,45,23,35
3027,昆明,上海,HO1018,吉祥航空,A320,2246,158,0,1,51,长水机场,浦东机场,9,18,0,18,55,23,15
3028,昆明,上海,9C8962,春秋航空,A320,2246,158,0,5,24,长水机场,虹桥机场,8,7,5,18,55,23,45
3029,昆明,上海,9C8830,春秋航空,A320,2450,158,0,6,26,长水机场,虹桥机场,7,20,0,19,15,23,35
3030,昆明,上海,CZ6800,南方航空,A320,1838,158,0,7,45,长水机场,浦东机场,11,26,4,20,10,23,10
3031,昆明,上海,CZ9793,南方航空,B737,2042,159,0,7,74,长水机场,虹桥机场,8,13,6,20,10,23,10
3032,昆明,上海,MU5803,东方航空,B737,1838,159,0,7,135,长水机场,虹桥机场,3,23,1,20,10,23,10
3033,昆明,上海,MU5960,东方航空,JET,2655,20,0,0,19,长水机场,虹桥机场,12,25,4,20,10,23,10
3034,昆明,上海,HO1092,吉祥航空,A320,1429,158,0,6,16,长水机场,虹桥机场,9,10,1,20,45,23,50
3035,昆明,上海,CA1938,中国国航,A320,1838,158,0,8,42,长水机场,浦东机场,6,16,5,21,0,0,10
3036,昆明,上海,CA1938,中国国航,A320,2246,158,0,0,125,长水机场,浦东机场,4,29,1,21,0,0,10
3037,昆明,上海,KY1938,昆明航空,A320,1838,158,0,0,145,长水机场,浦东机场,9,2,2,21,0,0,10
3038,昆明,上海,KY1938,昆明航空,A320,1429,158,0,6,128,长水机场,浦东机场,12,26,3,21,0,0,10
3039,昆明,上海,ZH1938,深圳航空,A320,1634,158,0,4,29,长水机场,浦东机场,11,26,4,21,0,0,10
3040,昆明,上海,ZH1938,深圳航空,A320,1634,158,0,7,7,长水机场,浦东机场,12,12,3,21,0,0,10
3041,昆明,沈阳,SC1161,山东航空,B737,2055,159,0,3,26,长水机场,桃仙机场,10,8,2,6,40,11,45
3042,昆明,沈阳,CA4175,中国国航,A320,3522,158,0,6,33,长水机场,桃仙机场,11,29,1,7,10,10,50
3043,昆明,沈阳,MU2944,东方航空,A320,2055,158,0,6,18,长水机场,桃仙机场,8,12,0,14,50,21,0
3044,昆明,沈阳,ZH9712,深圳航空,A320,2935,158,0,6,74,长水机场,桃仙机场,6,23,5,17,10,23,5
3045,昆明,沈阳,CZ6404,南方航空,A321,3816,177,0,2,68,长水机场,桃仙机场,8,5,0,17,45,23,30
3046,昆明,沈阳,G55107,华夏航空,A321,2935,177,0,11,29,长水机场,桃仙机场,1,25,1,17,45,23,30
3047,昆明,沈阳,MF4053,厦门航空,A321,3522,177,0,14,46,长水机场,桃仙机场,7,28,6,17,45,23,30
3048,昆明,沈阳,9C8596,春秋航空,A320,4403,158,0,5,79,长水机场,桃仙机场,9,30,2,20,45,1,55
3049,昆明,深圳,ZH9416,深圳航空,B737,1370,159,0,5,33,长水机场,宝安机场,9,13,5,7,20,9,40
3050,昆明,深圳,MU5761,东方航空,A320,1743,158,0,1,102,长水机场,宝安机场,2,8,3,8,25,10,40
3051,昆明,深圳,ZH9412,深圳航空,B737,1743,159,0,7,113,长水机场,宝安机场,8,26,0,10,55,13,10
3052,昆明,深圳,HU7164,海南航空,B737,1121,159,0,8,117,长水机场,宝安机场,4,30,0,11,10,13,25
3053,昆明,深圳,CZ3460,南方航空,A321,1743,177,0,8,100,长水机场,宝安机场,12,29,0,11,45,13,55
3054,昆明,深圳,MU5757,东方航空,B737,1245,159,0,4,54,长水机场,宝安机场,4,12,4,13,30,15,50
3055,昆明,深圳,MU5988,东方航空,JET,1121,20,0,0,2,长水机场,宝安机场,8,16,3,13,30,15,50
3056,昆明,深圳,MU5785,东方航空,B737,1743,159,0,9,132,长水机场,宝安机场,9,8,3,14,15,17,30
3057,昆明,深圳,ZH9414,深圳航空,B737,996,159,0,6,129,长水机场,宝安机场,9,8,3,15,40,18,0
3058,昆明,深圳,8L9979,祥鹏航空,B737,1619,159,0,0,141,长水机场,宝安机场,3,14,3,17,30,19,45
3059,昆明,深圳,CZ3452,南方航空,A320,996,158,0,4,131,长水机场,宝安机场,12,24,5,21,0,23,20
3060,昆明,深圳,MF1290,厦门航空,A320,1494,158,0,2,7,长水机场,宝安机场,3,22,2,21,0,23,20
3061,昆明,深圳,MU4690,东方航空,A320,1743,158,0,5,68,长水机场,宝安机场,10,30,1,21,0,23,20
3062,昆明,深圳,KY8219,昆明航空,B737,1370,159,0,10,115,长水机场,宝安机场,6,17,4,21,25,23,35
3063,昆明,深圳,MU5763,东方航空,B737,1743,159,0,3,125,长水机场,宝安机场,2,8,3,21,55,0,15
3064,昆明,深圳,CZ6924,南方航空,A321,1245,177,0,5,109,长水机场,宝安机场,7,19,1,22,20,0,30
3065,昆明,深圳,MF4478,厦门航空,A321,1619,177,0,2,21,长水机场,宝安机场,6,3,4,22,20,0,30
3066,昆明,深圳,MU4646,东方航空,A321,1370,177,0,16,33,长水机场,宝安机场,1,23,3,22,20,0,30
3067,昆明,深圳,DZ6266,东海航空,B737,1494,159,0,6,12,长水机场,宝安机场,9,30,2,23,15,1,40
3068,昆明,石家庄,3U8669,四川航空,A320,2510,158,0,1,31,长水机场,正定机场,6,3,4,7,20,12,30
3069,昆明,石家庄,3U8669,四川航空,A320,1464,158,0,2,47,长水机场,正定机场,10,11,6,7,25,12,30
3070,昆明,石家庄,CZ9900,南方航空,B737,1674,159,0,9,34,长水机场,正定机场,1,23,3,11,0,14,5
3071,昆明,石家庄,MF7024,厦门航空,B737,2720,159,0,12,89,长水机场,正定机场,6,14,0,11,0,14,5
3072,昆明,石家庄,NS3312,河北航空,B737,2092,159,0,2,119,长水机场,正定机场,1,22,4,11,0,14,5
3073,昆明,石家庄,CZ9900,南方航空,B737,3138,159,0,11,46,长水机场,正定机场,6,25,3,11,55,14,55
3074,昆明,石家庄,MF7024,厦门航空,B737,3138,159,0,11,0,长水机场,正定机场,7,20,0,11,55,14,55
3075,昆明,石家庄,NS3312,河北航空,B737,1883,159,0,9,121,长水机场,正定机场,12,1,0,11,55,14,55
3076,昆明,石家庄,CZ9900,南方航空,B737,1674,159,0,9,39,长水机场,正定机场,4,19,4,12,0,15,0
3077,昆明,石家庄,MF7024,厦门航空,B737,2720,159,0,0,147,长水机场,正定机场,1,11,1,12,0,15,0
3078,昆明,石家庄,NS3312,河北航空,B737,2510,159,0,0,139,长水机场,正定机场,8,18,1,12,0,15,0
3079,昆明,石家庄,9C8938,春秋航空,A320,2092,158,0,1,57,长水机场,正定机场,10,15,2,14,15,17,25
3080,昆明,石家庄,CZ9894,南方航空,B737,2929,159,0,5,29,长水机场,正定机场,8,5,0,19,55,22,55
3081,昆明,石家庄,MF7026,厦门航空,B737,3138,159,0,9,138,长水机场,正定机场,9,5,6,19,55,22,55
3082,昆明,石家庄,NS3270,河北航空,B737,2301,159,0,1,15,长水机场,正定机场,3,26,5,19,55,22,55
3083,昆明,厦门,EU2721,成都航空,A319,2016,124,0,2,98,长水机场,高崎机场,2,14,4,9,15,13,20
3084,昆明,厦门,KY8201,昆明航空,B737,1512,159,0,1,125,长水机场,高崎机场,5,3,5,10,45,15,10
3085,昆明,厦门,3U4036,四川航空,B737,1344,159,0,9,44,长水机场,高崎机场,4,16,0,12,10,14,45
3086,昆明,厦门,CZ5308,南方航空,B737,2520,159,0,10,62,长水机场,高崎机场,2,24,1,12,10,14,45
3087,昆明,厦门,MF8406,厦门航空,B737,1176,159,0,12,108,长水机场,高崎机场,5,17,5,12,10,14,45
3088,昆明,厦门,MU8550,东方航空,B737,1176,159,0,0,146,长水机场,高崎机场,11,18,5,12,10,14,45
3089,昆明,厦门,NS8406,河北航空,B737,1680,159,0,4,115,长水机场,高崎机场,8,23,3,12,10,14,45
3090,昆明,厦门,CA5715,中国国航,B737,1176,159,0,0,85,长水机场,高崎机场,11,29,1,15,0,17,40
3091,昆明,厦门,CA5715,中国国航,B737,2016,159,0,12,51,长水机场,高崎机场,11,9,0,15,0,17,40
3092,昆明,厦门,KY8215,昆明航空,B737,2184,159,0,0,92,长水机场,高崎机场,3,5,5,15,0,17,40
3093,昆明,厦门,KY8215,昆明航空,B737,1848,159,0,6,42,长水机场,高崎机场,1,6,6,15,0,17,40
3094,昆明,厦门,ZH3115,深圳航空,B737,1176,159,0,9,123,长水机场,高崎机场,2,6,5,15,0,17,40
3095,昆明,厦门,ZH3115,深圳航空,B737,2184,159,0,7,28,长水机场,高崎机场,5,25,4,15,0,17,40
3096,昆明,厦门,MU5781,东方航空,A320,2016,158,0,4,21,长水机场,高崎机场,9,15,3,16,10,18,45
3097,昆明,厦门,8L9875,祥鹏航空,B737,1512,159,0,2,21,长水机场,高崎机场,10,31,0,17,15,19,50
3098,昆明,厦门,3U4038,四川航空,B737,2016,159,0,7,127,长水机场,高崎机场,4,26,4,20,25,23,0
3099,昆明,厦门,CZ5320,南方航空,B737,2520,159,0,8,109,长水机场,高崎机场,3,5,5,20,25,23,0
3100,昆明,厦门,MF8418,厦门航空,B737,1344,159,0,8,117,长水机场,高崎机场,2,15,3,20,25,23,0
3101,昆明,厦门,MU8551,东方航空,B737,1680,159,0,11,111,长水机场,高崎机场,8,17,2,20,25,23,0
3102,昆明,厦门,NS8418,河北航空,B737,2352,159,0,3,25,长水机场,高崎机场,4,30,0,20,25,23,0
3103,昆明,厦门,SC4770,山东航空,B737,2184,159,0,1,23,长水机场,高崎机场,7,21,6,20,55,23,35
3104,拉萨,北京,CA4111,中国国航,A319,4506,124,0,3,64,贡嘎机场,首都机场,11,20,3,16,5,21,40
3105,拉萨,北京,TV6311,西藏航空,A319,2403,124,0,6,57,贡嘎机场,首都机场,12,5,3,16,5,21,40
3106,拉萨,北京,ZH4111,深圳航空,A319,3004,124,0,8,72,贡嘎机场,首都机场,7,14,6,16,5,21,40
3107,拉萨,北京,CA3915,中国国航,A319,2103,124,0,3,50,贡嘎机场,首都机场,6,14,0,20,45,0,35
3108,拉萨,北京,TV9815,西藏航空,A319,2403,124,0,5,4,贡嘎机场,首都机场,7,6,0,20,45,0,35
3109,拉萨,北京,ZH3915,深圳航空,A319,4206,124,0,6,39,贡嘎机场,首都机场,9,12,6,20,45,0,35
3110,拉萨,长沙,CA3921,中国国航,A319,2615,124,0,6,17,贡嘎机场,黄花机场,1,18,1,12,25,15,15
3111,拉萨,长沙,TV9911,西藏航空,A319,1961,124,0,1,44,贡嘎机场,黄花机场,1,17,2,12,25,15,15
3112,拉萨,长沙,ZH3901,深圳航空,A319,1525,124,0,1,44,贡嘎机场,黄花机场,9,6,5,12,25,15,15
3113,拉萨,成都,TV9881,西藏航空,A319,1067,124,0,8,78,贡嘎机场,双流机场,9,26,6,7,40,9,40
3114,拉萨,成都,TV9854,西藏航空,A330,1868,311,36,10,241,贡嘎机场,双流机场,10,26,5,9,40,11,40
3115,拉萨,成都,CA4402,中国国航,A330,1067,311,31,20,151,贡嘎机场,双流机场,11,10,6,10,55,13,5
3116,拉萨,成都,MU5282,东方航空,A319,1601,124,0,0,33,贡嘎机场,双流机场,12,28,1,11,5,14,55
3117,拉萨,成都,MU5282,东方航空,A319,2001,124,0,0,108,贡嘎机场,双流机场,11,29,1,11,5,15,0
3118,拉萨,成都,3U8698,四川航空,A319,934,124,0,7,96,贡嘎机场,双流机场,10,18,6,11,30,13,25
3119,拉萨,成都,TV9804,西藏航空,A319,1334,124,0,0,40,贡嘎机场,双流机场,4,16,0,13,40,15,40
3120,拉萨,成都,3U8250,四川航空,A319,1201,124,0,7,85,贡嘎机场,双流机场,11,17,6,13,50,15,50
3121,拉萨,成都,MU5474,东方航空,A319,1601,124,0,2,10,贡嘎机场,双流机场,3,19,5,14,0,16,5
3122,拉萨,成都,3U8696,四川航空,A319,1334,124,0,3,7,贡嘎机场,双流机场,4,30,0,15,30,17,25
3123,拉萨,成都,3U8696,四川航空,A319,1334,124,0,4,53,贡嘎机场,双流机场,1,2,3,15,30,17,35
3124,拉萨,成都,CA4111,中国国航,A319,1734,124,0,7,28,贡嘎机场,双流机场,2,22,3,16,5,18,5
3125,拉萨,成都,CA4111,中国国航,A319,1067,124,0,8,111,贡嘎机场,双流机场,1,9,3,16,5,18,10
3126,拉萨,成都,TV6311,西藏航空,A319,2001,124,0,1,14,贡嘎机场,双流机场,4,5,4,16,5,18,10
3127,拉萨,成都,ZH4111,深圳航空,A319,1201,124,0,2,79,贡嘎机场,双流机场,4,13,3,16,5,18,10
3128,拉萨,成都,3U8720,四川航空,A319,1201,124,0,6,88,贡嘎机场,双流机场,3,28,3,16,20,18,30
3129,拉萨,成都,TV9856,西藏航空,A319,1334,124,0,5,103,贡嘎机场,双流机场,3,25,6,16,45,18,45
3130,拉萨,成都,CA4404,中国国航,A319,934,124,0,6,9,贡嘎机场,双流机场,1,13,6,17,15,19,25
3131,拉萨,成都,CA408,中国国航,A319,1201,124,0,8,112,贡嘎机场,双流机场,12,31,5,18,10,20,15
3132,拉萨,成都,CA3924,中国国航,A319,1467,124,0,3,61,贡嘎机场,双流机场,3,27,4,20,30,22,30
3133,拉萨,成都,TV9824,西藏航空,A319,2001,124,0,4,114,贡嘎机场,双流机场,5,4,4,20,30,22,30
3134,拉萨,成都,ZH3924,深圳航空,A319,2001,124,0,7,88,贡嘎机场,双流机场,2,3,1,20,30,22,30
3135,拉萨,重庆,CA4419,中国国航,A319,1268,124,0,5,44,贡嘎机场,江北机场,6,18,3,10,10,12,30
3136,拉萨,重庆,PN6272,西部航空,A319,1268,124,0,7,18,贡嘎机场,江北机场,12,5,3,11,10,13,30
3137,拉萨,重庆,3U8634,四川航空,A319,1110,124,0,1,52,贡嘎机场,江北机场,11,21,2,11,55,14,10
3138,拉萨,重庆,G56503,华夏航空,A319,1268,124,0,7,100,贡嘎机场,江北机场,7,31,3,11,55,14,10
3139,拉萨,重庆,3U4026,四川航空,B737,1902,159,0,9,30,贡嘎机场,江北机场,1,22,4,14,40,17,5
3140,拉萨,重庆,CZ5368,南方航空,B737,1585,159,0,7,75,贡嘎机场,江北机场,8,8,4,14,40,17,5
3141,拉萨,重庆,MF8468,厦门航空,B737,2219,159,0,7,93,贡嘎机场,江北机场,9,17,1,14,40,17,5
3142,拉萨,重庆,NS8468,河北航空,B737,2219,159,0,10,121,贡嘎机场,江北机场,8,29,4,14,40,17,5
3143,拉萨,重庆,CZ3464,南方航空,A319,2061,124,0,3,55,贡嘎机场,江北机场,11,8,1,15,45,18,5
3144,拉萨,重庆,PN6392,西部航空,A319,1902,124,0,3,48,贡嘎机场,江北机场,9,30,2,18,15,20,35
3145,拉萨,重庆,TV9813,西藏航空,A319,2219,124,0,8,100,贡嘎机场,江北机场,7,21,6,20,25,22,45
3146,拉萨,广州,CZ3464,南方航空,A319,3181,124,0,5,70,贡嘎机场,白云机场,8,20,6,15,45,21,15
3147,拉萨,杭州,TV9827,西藏航空,A319,3697,124,0,6,74,贡嘎机场,萧山机场,5,3,5,7,20,12,55
3148,拉萨,杭州,TV9857,西藏航空,A319,4313,124,0,1,92,贡嘎机场,萧山机场,3,26,5,7,20,12,55
3149,拉萨,昆明,TV9893,西藏航空,A319,1570,124,0,7,57,贡嘎机场,长水机场,3,1,2,10,50,13,15
3150,拉萨,昆明,MU5940,东方航空,B737,2356,159,0,11,82,贡嘎机场,长水机场,12,8,0,13,20,16,50
3151,拉萨,兰州,TV9931,西藏航空,A319,1337,124,0,1,2,贡嘎机场,中川机场,2,10,1,16,25,18,30
3152,拉萨,南京,TV9887,西藏航空,A319,5939,124,0,0,111,贡嘎机场,禄口机场,10,30,1,15,40,21,0
3153,拉萨,青岛,CA3941,中国国航,A319,2854,124,0,3,97,贡嘎机场,流亭机场,11,27,3,16,25,22,10
3154,拉萨,青岛,TV9921,西藏航空,A319,3425,124,0,2,28,贡嘎机场,流亭机场,8,3,2,16,25,22,10
3155,拉萨,青岛,TV9931,西藏航空,A319,3425,124,0,7,70,贡嘎机场,流亭机场,10,21,3,16,25,22,10
3156,拉萨,上海,TV9881,西藏航空,A319,3418,124,0,7,102,贡嘎机场,虹桥机场,6,2,5,7,40,13,35
3157,拉萨,深圳,TV9875,西藏航空,A319,3116,124,0,4,39,贡嘎机场,宝安机场,5,31,5,10,40,14,25
3158,拉萨,石家庄,CA3937,中国国航,A319,2649,124,0,5,63,贡嘎机场,正定机场,6,2,5,11,15,15,55
3159,拉萨,石家庄,TV9837,西藏航空,A319,3612,124,0,5,7,贡嘎机场,正定机场,10,27,4,11,15,15,55
3160,拉萨,石家庄,ZH3937,深圳航空,A319,1686,124,0,2,2,贡嘎机场,正定机场,8,23,3,11,15,15,55
3161,拉萨,厦门,3U4026,四川航空,B737,3449,159,0,9,15,贡嘎机场,高崎机场,7,8,5,14,40,20,25
3162,拉萨,厦门,CZ5368,南方航空,B737,2195,159,0,10,76,贡嘎机场,高崎机场,3,1,2,14,40,20,25
3163,拉萨,厦门,MF8468,厦门航空,B737,2508,159,0,7,16,贡嘎机场,高崎机场,2,16,2,14,40,20,25
3164,拉萨,厦门,NS8468,河北航空,B737,2822,159,0,7,144,贡嘎机场,高崎机场,5,31,5,14,40,20,25
3165,兰州,北京,MU2411,东方航空,A320,1220,158,0,6,40,中川机场,首都机场,10,29,2,7,30,9,40
3166,兰州,北京,MU2411,东方航空,A320,1898,158,0,8,74,中川机场,首都机场,3,6,4,7,40,9,50
3167,兰州,北京,MU2411,东方航空,A320,1085,158,0,5,44,中川机场,首都机场,4,14,2,8,0,10,15
3168,兰州,北京,MU2130,东方航空,A320,1085,158,0,8,51,中川机场,首都机场,1,16,3,10,30,12,55
3169,兰州,北京,CA1278,中国国航,B737,1898,159,0,9,44,中川机场,首都机场,5,17,5,10,45,13,10
3170,兰州,北京,ZH1278,深圳航空,B737,1627,159,0,11,38,中川机场,首都机场,11,14,2,10,45,13,10
3171,兰州,北京,CA1274,中国国航,B737,2034,159,0,11,20,中川机场,首都机场,10,16,1,11,30,13,40
3172,兰州,北京,ZH1274,深圳航空,B737,1356,159,0,6,122,中川机场,首都机场,4,23,0,11,30,13,40
3173,兰州,北京,HU7232,海南航空,B737,949,159,0,3,91,中川机场,首都机场,7,22,5,11,35,13,50
3174,兰州,北京,HU7624,海南航空,B737,1492,159,0,12,131,中川机场,首都机场,7,5,1,12,20,14,35
3175,兰州,北京,CA1272,中国国航,B737,949,159,0,8,136,中川机场,首都机场,8,2,3,15,30,17,45
3176,兰州,北京,MU2415,东方航空,A320,1085,158,0,4,43,中川机场,首都机场,9,3,1,15,35,17,45
3177,兰州,北京,HU7232,海南航空,B737,1898,159,0,1,30,中川机场,首都机场,3,10,0,15,50,18,5
3178,兰州,北京,CA1272,中国国航,B737,1492,159,0,3,105,中川机场,首都机场,8,30,3,15,50,18,10
3179,兰州,北京,CA1272,中国国航,B737,2034,159,0,8,56,中川机场,首都机场,5,5,3,15,55,18,20
3180,兰州,北京,HU7232,海南航空,B737,1356,159,0,9,130,中川机场,首都机场,2,10,1,16,50,19,5
3181,兰州,北京,MU2417,东方航空,A320,1898,158,0,3,79,中川机场,首都机场,8,19,0,19,15,21,25
3182,兰州,北京,CZ9141,南方航空,A320,1898,158,0,6,6,中川机场,首都机场,6,18,3,19,15,21,35
3183,兰州,北京,MU2417,东方航空,A320,1492,158,0,1,54,中川机场,首都机场,7,22,5,19,15,21,35
3184,兰州,北京,CA1222,中国国航,JET,1627,20,0,0,11,中川机场,首都机场,6,21,0,19,40,21,55
3185,兰州,北京,CA1222,中国国航,JET,1627,20,0,0,5,中川机场,首都机场,9,3,1,19,40,21,55
3186,兰州,北京,ZH1222,深圳航空,JET,949,20,0,0,15,中川机场,首都机场,10,21,3,19,40,21,55
3187,兰州,北京,CA1222,中国国航,B737,1085,159,0,12,107,中川机场,首都机场,6,1,6,19,50,22,5
3188,兰州,北京,HU7232,海南航空,B737,949,159,0,9,11,中川机场,首都机场,10,27,4,20,35,22,50
3189,兰州,北京,CA1240,中国国航,A319,1356,124,0,7,34,中川机场,首都机场,6,10,4,21,0,23,15
3190,兰州,北京,DZ6206,东海航空,B737,2034,159,0,5,97,中川机场,首都机场,11,4,5,21,40,0,0
3191,兰州,北京,CA8706,中国国航,B737,1492,159,0,11,95,中川机场,首都机场,4,2,0,22,45,1,5
3192,兰州,北京,SC8706,山东航空,B737,1898,159,0,10,7,中川机场,首都机场,8,24,2,22,45,1,5
3193,兰州,长沙,CZ8403,南方航空,A320,1204,158,0,3,51,中川机场,黄花机场,11,5,4,17,10,19,25
3194,兰州,成都,CA4208,中国国航,A320,1222,158,0,2,130,中川机场,双流机场,1,15,4,11,35,13,10
3195,兰州,成都,TV6920,西藏航空,A320,940,158,0,7,76,中川机场,双流机场,5,20,2,11,35,13,10
3196,兰州,成都,MU2413,东方航空,A320,658,158,0,0,147,中川机场,双流机场,1,17,2,19,20,20,50
3197,兰州,成都,3U5060,四川航空,A320,658,158,0,8,77,中川机场,双流机场,2,18,0,19,20,20,55
3198,兰州,成都,MU2413,东方航空,A320,940,158,0,1,41,中川机场,双流机场,4,9,0,19,20,20,55
3199,兰州,成都,CA4210,中国国航,A320,658,158,0,3,125,中川机场,双流机场,11,28,2,21,20,23,5
3200,兰州,成都,EU2274,成都航空,A319,940,124,0,7,22,中川机场,双流机场,1,16,3,23,55,1,30
3201,兰州,成都,EU2272,成都航空,A319,1410,124,0,0,12,中川机场,双流机场,5,9,6,23,55,1,40
3202,兰州,重庆,3U8514,四川航空,A320,1005,158,0,3,145,中川机场,江北机场,3,24,0,12,20,14,10
3203,兰州,重庆,HU7268,海南航空,B737,1564,159,0,11,52,中川机场,江北机场,10,27,4,13,30,15,20
3204,兰州,重庆,PN6286,西部航空,A320,894,158,0,8,57,中川机场,江北机场,7,21,6,16,5,18,5
3205,兰州,重庆,G52690,华夏航空,CRJ900,1452,79,0,4,12,中川机场,江北机场,1,23,3,21,40,23,25
3206,兰州,重庆,G52690,华夏航空,CRJ900,1564,79,0,1,8,中川机场,江北机场,11,24,6,22,20,0,5
3207,兰州,重庆,G52690,华夏航空,CRJ900,1340,79,0,41,24,中川机场,江北机场,2,16,2,22,25,0,10
